
Píxel (0, 0): R=000, G=000, B=000
Píxel (75, 45): R=000, G=000, B=000
Píxel (76, 45): R=000, G=000, B=000
Píxel (77, 45): R=000, G=000, B=000
Píxel (78, 45): R=000, G=000, B=000
Píxel (79, 45): R=224, G=224, B=224
Píxel (80, 45): R=185, G=185, B=185
Píxel (81, 45): R=000, G=000, B=000
Píxel (82, 45): R=000, G=000, B=000
Píxel (0, 46): R=000, G=000, B=000
Píxel (1, 46): R=254, G=254, B=254
Píxel (2, 46): R=186, G=186, B=186
Píxel (3, 46): R=223, G=223, B=223
Píxel (4, 46): R=000, G=000, B=000
Píxel (5, 46): R=000, G=000, B=000
Píxel (6, 46): R=000, G=000, B=000
Píxel (7, 46): R=000, G=000, B=000
Píxel (8, 46): R=000, G=000, B=000
Píxel (9, 46): R=000, G=000, B=000
Píxel (10, 46): R=000, G=000, B=000
Píxel (11, 46): R=000, G=000, B=000
Píxel (12, 46): R=000, G=000, B=000
Píxel (13, 46): R=000, G=000, B=000
Píxel (14, 46): R=000, G=000, B=000
Píxel (15, 46): R=000, G=000, B=000
Píxel (16, 46): R=000, G=000, B=253
Píxel (17, 46): R=000, G=000, B=000
Píxel (18, 46): R=252, G=000, B=000
Píxel (19, 46): R=254, G=000, B=000
Píxel (20, 46): R=000, G=253, B=000
Píxel (21, 46): R=000, G=252, B=000
Píxel (22, 46): R=000, G=000, B=251
Píxel (23, 46): R=254, G=000, B=251
Píxel (24, 46): R=251, G=000, B=000
Píxel (25, 46): R=246, G=254, B=000
Píxel (26, 46): R=251, G=000, B=000
Píxel (27, 46): R=250, G=254, B=000
Píxel (28, 46): R=000, G=254, B=000
Píxel (29, 46): R=000, G=254, B=252
Píxel (30, 46): R=253, G=254, B=249
Píxel (31, 46): R=254, G=000, B=250
Píxel (32, 46): R=254, G=000, B=250
Píxel (33, 46): R=000, G=253, B=250
Píxel (34, 46): R=000, G=248, B=248
Píxel (35, 46): R=000, G=245, B=244
Píxel (36, 46): R=000, G=245, B=243
Píxel (37, 46): R=000, G=243, B=239
Píxel (38, 46): R=000, G=236, B=231
Píxel (39, 46): R=000, G=241, B=234
Píxel (40, 46): R=000, G=238, B=231
Píxel (41, 46): R=000, G=239, B=234
Píxel (42, 46): R=000, G=238, B=236
Píxel (43, 46): R=000, G=238, B=237
Píxel (44, 46): R=000, G=239, B=241
Píxel (45, 46): R=000, G=242, B=243
Píxel (46, 46): R=000, G=244, B=244
Píxel (47, 46): R=000, G=244, B=240
Píxel (48, 46): R=000, G=251, B=248
Píxel (49, 46): R=000, G=253, B=250
Píxel (50, 46): R=000, G=250, B=250
Píxel (51, 46): R=000, G=254, B=000
Píxel (52, 46): R=254, G=000, B=000
Píxel (53, 46): R=251, G=000, B=254
Píxel (54, 46): R=253, G=000, B=252
Píxel (55, 46): R=000, G=000, B=000
Píxel (56, 46): R=000, G=253, B=000
Píxel (57, 46): R=000, G=253, B=000
Píxel (58, 46): R=254, G=000, B=000
Píxel (59, 46): R=254, G=000, B=000
Píxel (60, 46): R=000, G=254, B=253
Píxel (61, 46): R=000, G=254, B=253
Píxel (62, 46): R=000, G=000, B=000
Píxel (63, 46): R=254, G=000, B=000
Píxel (64, 46): R=000, G=000, B=000
Píxel (65, 46): R=000, G=000, B=000
Píxel (66, 46): R=000, G=000, B=000
Píxel (67, 46): R=000, G=000, B=000
Píxel (68, 46): R=000, G=000, B=000
Píxel (69, 46): R=000, G=000, B=000
Píxel (70, 46): R=000, G=000, B=000
Píxel (71, 46): R=000, G=000, B=000
Píxel (72, 46): R=000, G=000, B=000
Píxel (73, 46): R=000, G=000, B=000
Píxel (74, 46): R=254, G=254, B=254
Píxel (75, 46): R=000, G=000, B=000
Píxel (76, 46): R=000, G=000, B=000
Píxel (77, 46): R=000, G=000, B=000
Píxel (78, 46): R=000, G=000, B=000
Píxel (79, 46): R=224, G=224, B=224
Píxel (80, 46): R=185, G=185, B=185
Píxel (81, 46): R=000, G=000, B=000
Píxel (82, 46): R=000, G=000, B=000
Píxel (0, 47): R=000, G=000, B=000
Píxel (1, 47): R=254, G=254, B=254
Píxel (2, 47): R=186, G=186, B=186
Píxel (3, 47): R=223, G=223, B=223
Píxel (4, 47): R=000, G=000, B=000
Píxel (5, 47): R=000, G=000, B=000
Píxel (6, 47): R=000, G=000, B=000
Píxel (7, 47): R=000, G=000, B=000
Píxel (8, 47): R=000, G=000, B=000
Píxel (9, 47): R=000, G=000, B=000
Píxel (10, 47): R=000, G=000, B=000
Píxel (11, 47): R=000, G=000, B=000
Píxel (12, 47): R=000, G=000, B=000
Píxel (13, 47): R=000, G=000, B=000
Píxel (14, 47): R=000, G=000, B=000
Píxel (15, 47): R=000, G=254, B=000
Píxel (16, 47): R=000, G=254, B=000
Píxel (17, 47): R=000, G=254, B=000
Píxel (18, 47): R=252, G=000, B=000
Píxel (19, 47): R=254, G=000, B=000
Píxel (20, 47): R=000, G=252, B=000
Píxel (21, 47): R=000, G=252, B=000
Píxel (22, 47): R=000, G=000, B=253
Píxel (23, 47): R=254, G=000, B=251
Píxel (24, 47): R=251, G=000, B=000
Píxel (25, 47): R=249, G=000, B=000
Píxel (26, 47): R=248, G=000, B=000
Píxel (27, 47): R=248, G=252, B=000
Píxel (28, 47): R=000, G=000, B=000
Píxel (29, 47): R=254, G=253, B=249
Píxel (30, 47): R=254, G=000, B=249
Píxel (31, 47): R=000, G=000, B=250
Píxel (32, 47): R=253, G=000, B=252
Píxel (33, 47): R=254, G=254, B=252
Píxel (34, 47): R=000, G=000, B=253
Píxel (35, 47): R=254, G=253, B=251
Píxel (36, 47): R=254, G=253, B=251
Píxel (37, 47): R=254, G=000, B=250
Píxel (38, 47): R=254, G=254, B=252
Píxel (39, 47): R=254, G=000, B=251
Píxel (40, 47): R=254, G=000, B=253
Píxel (41, 47): R=254, G=254, B=252
Píxel (42, 47): R=253, G=253, B=251
Píxel (43, 47): R=000, G=253, B=254
Píxel (44, 47): R=000, G=253, B=254
Píxel (45, 47): R=253, G=253, B=000
Píxel (46, 47): R=253, G=253, B=000
Píxel (47, 47): R=254, G=000, B=000
Píxel (48, 47): R=253, G=000, B=254
Píxel (49, 47): R=252, G=252, B=250
Píxel (50, 47): R=000, G=252, B=253
Píxel (51, 47): R=000, G=254, B=000
Píxel (52, 47): R=248, G=248, B=250
Píxel (53, 47): R=254, G=000, B=000
Píxel (54, 47): R=000, G=000, B=000
Píxel (55, 47): R=000, G=253, B=000
Píxel (56, 47): R=000, G=253, B=000
Píxel (57, 47): R=000, G=253, B=000
Píxel (58, 47): R=254, G=000, B=000
Píxel (59, 47): R=254, G=000, B=000
Píxel (60, 47): R=000, G=254, B=000
Píxel (61, 47): R=000, G=254, B=000
Píxel (62, 47): R=000, G=000, B=000
Píxel (63, 47): R=254, G=000, B=000
Píxel (64, 47): R=000, G=000, B=000
Píxel (65, 47): R=000, G=000, B=000
Píxel (66, 47): R=000, G=000, B=000
Píxel (67, 47): R=000, G=000, B=000
Píxel (68, 47): R=000, G=000, B=000
Píxel (69, 47): R=000, G=000, B=000
Píxel (70, 47): R=000, G=000, B=000
Píxel (71, 47): R=000, G=000, B=000
Píxel (72, 47): R=000, G=000, B=000
Píxel (73, 47): R=000, G=000, B=000
Píxel (74, 47): R=254, G=254, B=254
Píxel (75, 47): R=000, G=000, B=000
Píxel (76, 47): R=000, G=000, B=000
Píxel (77, 47): R=000, G=000, B=000
Píxel (78, 47): R=000, G=000, B=000
Píxel (79, 47): R=224, G=224, B=224
Píxel (80, 47): R=185, G=185, B=185
Píxel (81, 47): R=000, G=000, B=000
Píxel (82, 47): R=000, G=000, B=000
Píxel (0, 48): R=254, G=254, B=254
Píxel (1, 48): R=254, G=254, B=254
Píxel (2, 48): R=187, G=187, B=187
Píxel (3, 48): R=223, G=223, B=223
Píxel (4, 48): R=250, G=250, B=250
Píxel (5, 48): R=000, G=000, B=000
Píxel (6, 48): R=253, G=253, B=253
Píxel (7, 48): R=000, G=000, B=000
Píxel (8, 48): R=000, G=000, B=000
Píxel (9, 48): R=000, G=000, B=000
Píxel (10, 48): R=000, G=000, B=000
Píxel (11, 48): R=000, G=000, B=000
Píxel (12, 48): R=000, G=000, B=000
Píxel (13, 48): R=000, G=000, B=000
Píxel (14, 48): R=000, G=000, B=000
Píxel (15, 48): R=000, G=000, B=000
Píxel (16, 48): R=000, G=254, B=000
Píxel (17, 48): R=000, G=000, B=000
Píxel (18, 48): R=254, G=000, B=000
Píxel (19, 48): R=000, G=000, B=000
Píxel (20, 48): R=000, G=254, B=000
Píxel (21, 48): R=000, G=254, B=000
Píxel (22, 48): R=000, G=000, B=000
Píxel (23, 48): R=000, G=000, B=253
Píxel (24, 48): R=254, G=000, B=000
Píxel (25, 48): R=254, G=000, B=000
Píxel (26, 48): R=254, G=000, B=000
Píxel (27, 48): R=254, G=000, B=000
Píxel (28, 48): R=000, G=000, B=000
Píxel (29, 48): R=000, G=000, B=253
Píxel (30, 48): R=000, G=000, B=253
Píxel (31, 48): R=000, G=000, B=253
Píxel (32, 48): R=000, G=000, B=000
Píxel (33, 48): R=000, G=000, B=000
Píxel (34, 48): R=000, G=000, B=000
Píxel (35, 48): R=000, G=000, B=000
Píxel (36, 48): R=000, G=000, B=000
Píxel (37, 48): R=000, G=000, B=253
Píxel (38, 48): R=000, G=000, B=000
Píxel (39, 48): R=000, G=000, B=253
Píxel (40, 48): R=000, G=000, B=000
Píxel (41, 48): R=000, G=000, B=000
Píxel (42, 48): R=000, G=000, B=000
Píxel (43, 48): R=000, G=000, B=000
Píxel (44, 48): R=000, G=000, B=000
Píxel (45, 48): R=000, G=000, B=000
Píxel (46, 48): R=000, G=000, B=000
Píxel (47, 48): R=000, G=000, B=000
Píxel (48, 48): R=000, G=000, B=000
Píxel (49, 48): R=000, G=000, B=000
Píxel (50, 48): R=000, G=254, B=000
Píxel (51, 48): R=000, G=254, B=000
Píxel (52, 48): R=000, G=000, B=000
Píxel (53, 48): R=000, G=000, B=000
Píxel (54, 48): R=000, G=000, B=000
Píxel (55, 48): R=000, G=000, B=000
Píxel (56, 48): R=000, G=254, B=000
Píxel (57, 48): R=000, G=000, B=000
Píxel (58, 48): R=000, G=000, B=000
Píxel (59, 48): R=000, G=000, B=000
Píxel (60, 48): R=000, G=000, B=000
Píxel (61, 48): R=000, G=000, B=000
Píxel (62, 48): R=000, G=000, B=000
Píxel (63, 48): R=000, G=000, B=000
Píxel (64, 48): R=000, G=000, B=000
Píxel (65, 48): R=000, G=000, B=000
Píxel (66, 48): R=000, G=000, B=000
Píxel (67, 48): R=000, G=000, B=000
Píxel (68, 48): R=000, G=000, B=000
Píxel (69, 48): R=000, G=000, B=000
Píxel (70, 48): R=000, G=000, B=000
Píxel (71, 48): R=000, G=000, B=000
Píxel (72, 48): R=000, G=000, B=000
Píxel (73, 48): R=000, G=000, B=000
Píxel (74, 48): R=000, G=000, B=000
Píxel (75, 48): R=253, G=253, B=253
Píxel (76, 48): R=000, G=000, B=000
Píxel (77, 48): R=253, G=253, B=253
Píxel (78, 48): R=254, G=254, B=254
Píxel (79, 48): R=224, G=224, B=224
Píxel (80, 48): R=184, G=184, B=184
Píxel (81, 48): R=000, G=000, B=000
Píxel (82, 48): R=000, G=000, B=000
Píxel (0, 49): R=254, G=254, B=254
Píxel (1, 49): R=000, G=000, B=000
Píxel (2, 49): R=182, G=182, B=182
Píxel (3, 49): R=224, G=224, B=224
Píxel (4, 49): R=000, G=000, B=000
Píxel (5, 49): R=000, G=000, B=000
Píxel (6, 49): R=000, G=000, B=000
Píxel (7, 49): R=254, G=254, B=254
Píxel (8, 49): R=000, G=000, B=000
Píxel (9, 49): R=000, G=000, B=000
Píxel (10, 49): R=000, G=000, B=000
Píxel (11, 49): R=000, G=000, B=000
Píxel (12, 49): R=000, G=000, B=000
Píxel (13, 49): R=000, G=000, B=000
Píxel (14, 49): R=000, G=000, B=000
Píxel (15, 49): R=000, G=000, B=000
Píxel (16, 49): R=000, G=000, B=000
Píxel (17, 49): R=000, G=000, B=000
Píxel (18, 49): R=000, G=000, B=000
Píxel (19, 49): R=000, G=000, B=000
Píxel (20, 49): R=000, G=000, B=000
Píxel (21, 49): R=000, G=000, B=000
Píxel (22, 49): R=000, G=000, B=000
Píxel (23, 49): R=000, G=000, B=000
Píxel (24, 49): R=000, G=000, B=000
Píxel (25, 49): R=000, G=000, B=000
Píxel (26, 49): R=000, G=000, B=000
Píxel (27, 49): R=000, G=000, B=000
Píxel (28, 49): R=000, G=000, B=000
Píxel (29, 49): R=000, G=000, B=000
Píxel (30, 49): R=000, G=000, B=000
Píxel (31, 49): R=000, G=000, B=000
Píxel (32, 49): R=000, G=000, B=000
Píxel (33, 49): R=000, G=000, B=000
Píxel (34, 49): R=000, G=000, B=000
Píxel (35, 49): R=000, G=000, B=000
Píxel (36, 49): R=000, G=000, B=000
Píxel (37, 49): R=000, G=000, B=000
Píxel (38, 49): R=000, G=000, B=000
Píxel (39, 49): R=000, G=000, B=000
Píxel (40, 49): R=000, G=000, B=000
Píxel (41, 49): R=000, G=000, B=000
Píxel (42, 49): R=000, G=000, B=000
Píxel (43, 49): R=000, G=000, B=000
Píxel (44, 49): R=000, G=000, B=000
Píxel (45, 49): R=000, G=000, B=000
Píxel (46, 49): R=000, G=000, B=000
Píxel (47, 49): R=000, G=000, B=000
Píxel (48, 49): R=000, G=000, B=000
Píxel (49, 49): R=000, G=000, B=000
Píxel (50, 49): R=000, G=000, B=000
Píxel (51, 49): R=000, G=000, B=000
Píxel (52, 49): R=000, G=000, B=000
Píxel (53, 49): R=000, G=000, B=000
Píxel (54, 49): R=000, G=000, B=000
Píxel (55, 49): R=000, G=000, B=000
Píxel (56, 49): R=000, G=000, B=000
Píxel (57, 49): R=000, G=000, B=000
Píxel (58, 49): R=000, G=000, B=000
Píxel (59, 49): R=000, G=000, B=000
Píxel (60, 49): R=000, G=000, B=000
Píxel (61, 49): R=000, G=000, B=000
Píxel (62, 49): R=000, G=000, B=000
Píxel (63, 49): R=000, G=000, B=000
Píxel (64, 49): R=000, G=000, B=000
Píxel (65, 49): R=000, G=000, B=000
Píxel (66, 49): R=000, G=000, B=000
Píxel (67, 49): R=000, G=000, B=000
Píxel (68, 49): R=000, G=000, B=000
Píxel (69, 49): R=000, G=000, B=000
Píxel (70, 49): R=000, G=000, B=000
Píxel (71, 49): R=000, G=000, B=000
Píxel (72, 49): R=254, G=254, B=254
Píxel (73, 49): R=254, G=254, B=254
Píxel (74, 49): R=000, G=000, B=000
Píxel (75, 49): R=253, G=253, B=253
Píxel (76, 49): R=000, G=000, B=000
Píxel (77, 49): R=000, G=000, B=000
Píxel (78, 49): R=000, G=000, B=000
Píxel (79, 49): R=226, G=226, B=226
Píxel (80, 49): R=184, G=184, B=184
Píxel (81, 49): R=252, G=252, B=252
Píxel (82, 49): R=000, G=000, B=000
Píxel (0, 50): R=000, G=000, B=000
Píxel (1, 50): R=000, G=000, B=000
Píxel (2, 50): R=184, G=184, B=184
Píxel (3, 50): R=232, G=232, B=232
Píxel (4, 50): R=000, G=000, B=000
Píxel (5, 50): R=254, G=254, B=254
Píxel (6, 50): R=251, G=251, B=251
Píxel (7, 50): R=000, G=000, B=000
Píxel (8, 50): R=254, G=254, B=254
Píxel (9, 50): R=254, G=254, B=254
Píxel (10, 50): R=254, G=254, B=254
Píxel (11, 50): R=254, G=254, B=254
Píxel (12, 50): R=254, G=254, B=254
Píxel (13, 50): R=254, G=254, B=254
Píxel (14, 50): R=254, G=254, B=254
Píxel (15, 50): R=254, G=254, B=254
Píxel (16, 50): R=254, G=254, B=254
Píxel (17, 50): R=254, G=254, B=254
Píxel (18, 50): R=254, G=254, B=254
Píxel (19, 50): R=254, G=254, B=254
Píxel (20, 50): R=254, G=254, B=254
Píxel (21, 50): R=254, G=254, B=254
Píxel (22, 50): R=254, G=254, B=254
Píxel (23, 50): R=254, G=254, B=254
Píxel (24, 50): R=254, G=254, B=254
Píxel (25, 50): R=254, G=254, B=254
Píxel (26, 50): R=254, G=254, B=254
Píxel (27, 50): R=254, G=254, B=254
Píxel (28, 50): R=254, G=254, B=254
Píxel (29, 50): R=254, G=254, B=254
Píxel (30, 50): R=254, G=254, B=254
Píxel (31, 50): R=254, G=254, B=254
Píxel (32, 50): R=254, G=254, B=254
Píxel (33, 50): R=254, G=254, B=254
Píxel (34, 50): R=254, G=254, B=254
Píxel (35, 50): R=254, G=254, B=254
Píxel (36, 50): R=254, G=254, B=254
Píxel (37, 50): R=254, G=254, B=254
Píxel (38, 50): R=254, G=254, B=254
Píxel (39, 50): R=254, G=254, B=254
Píxel (40, 50): R=254, G=254, B=254
Píxel (41, 50): R=254, G=254, B=254
Píxel (42, 50): R=254, G=254, B=254
Píxel (43, 50): R=254, G=254, B=254
Píxel (44, 50): R=254, G=254, B=254
Píxel (45, 50): R=254, G=254, B=254
Píxel (46, 50): R=254, G=254, B=254
Píxel (47, 50): R=254, G=254, B=254
Píxel (48, 50): R=254, G=254, B=254
Píxel (49, 50): R=254, G=254, B=254
Píxel (50, 50): R=254, G=254, B=254
Píxel (51, 50): R=254, G=254, B=254
Píxel (52, 50): R=254, G=254, B=254
Píxel (53, 50): R=254, G=254, B=254
Píxel (54, 50): R=254, G=254, B=254
Píxel (55, 50): R=254, G=254, B=254
Píxel (56, 50): R=254, G=254, B=254
Píxel (57, 50): R=254, G=254, B=254
Píxel (58, 50): R=254, G=254, B=254
Píxel (59, 50): R=254, G=254, B=254
Píxel (60, 50): R=254, G=254, B=254
Píxel (61, 50): R=254, G=254, B=254
Píxel (62, 50): R=254, G=254, B=254
Píxel (63, 50): R=254, G=254, B=254
Píxel (64, 50): R=254, G=254, B=254
Píxel (65, 50): R=254, G=254, B=254
Píxel (66, 50): R=254, G=254, B=254
Píxel (67, 50): R=254, G=254, B=254
Píxel (68, 50): R=254, G=254, B=254
Píxel (69, 50): R=254, G=254, B=254
Píxel (70, 50): R=254, G=254, B=254
Píxel (71, 50): R=254, G=254, B=254
Píxel (72, 50): R=000, G=000, B=000
Píxel (73, 50): R=000, G=000, B=000
Píxel (74, 50): R=000, G=000, B=000
Píxel (75, 50): R=254, G=254, B=254
Píxel (76, 50): R=000, G=000, B=000
Píxel (77, 50): R=000, G=000, B=000
Píxel (78, 50): R=254, G=254, B=254
Píxel (79, 50): R=229, G=229, B=229
Píxel (80, 50): R=183, G=183, B=183
Píxel (81, 50): R=000, G=000, B=000
Píxel (82, 50): R=000, G=000, B=000
Píxel (0, 51): R=254, G=254, B=254
Píxel (1, 51): R=253, G=253, B=253
Píxel (2, 51): R=186, G=186, B=186
Píxel (3, 51): R=115, G=115, B=115
Píxel (4, 51): R=146, G=146, B=146
Píxel (5, 51): R=137, G=137, B=137
Píxel (6, 51): R=145, G=145, B=145
Píxel (7, 51): R=144, G=144, B=144
Píxel (8, 51): R=143, G=143, B=143
Píxel (9, 51): R=143, G=143, B=143
Píxel (10, 51): R=143, G=143, B=143
Píxel (11, 51): R=143, G=143, B=143
Píxel (12, 51): R=143, G=143, B=143
Píxel (13, 51): R=143, G=143, B=143
Píxel (14, 51): R=143, G=143, B=143
Píxel (15, 51): R=143, G=143, B=143
Píxel (16, 51): R=143, G=143, B=143
Píxel (17, 51): R=143, G=143, B=143
Píxel (18, 51): R=143, G=143, B=143
Píxel (19, 51): R=143, G=143, B=143
Píxel (20, 51): R=143, G=143, B=143
Píxel (21, 51): R=143, G=143, B=143
Píxel (22, 51): R=143, G=143, B=143
Píxel (23, 51): R=143, G=143, B=143
Píxel (24, 51): R=143, G=143, B=143
Píxel (25, 51): R=143, G=143, B=143
Píxel (26, 51): R=143, G=143, B=143
Píxel (27, 51): R=143, G=143, B=143
Píxel (28, 51): R=143, G=143, B=143
Píxel (29, 51): R=143, G=143, B=143
Píxel (30, 51): R=143, G=143, B=143
Píxel (31, 51): R=143, G=143, B=143
Píxel (32, 51): R=143, G=143, B=143
Píxel (33, 51): R=143, G=143, B=143
Píxel (34, 51): R=143, G=143, B=143
Píxel (35, 51): R=143, G=143, B=143
Píxel (36, 51): R=143, G=143, B=143
Píxel (37, 51): R=143, G=143, B=143
Píxel (38, 51): R=143, G=143, B=143
Píxel (39, 51): R=143, G=143, B=143
Píxel (40, 51): R=143, G=143, B=143
Píxel (41, 51): R=143, G=143, B=143
Píxel (42, 51): R=143, G=143, B=143
Píxel (43, 51): R=143, G=143, B=143
Píxel (44, 51): R=143, G=143, B=143
Píxel (45, 51): R=143, G=143, B=143
Píxel (46, 51): R=143, G=143, B=143
Píxel (47, 51): R=143, G=143, B=143
Píxel (48, 51): R=143, G=143, B=143
Píxel (49, 51): R=143, G=143, B=143
Píxel (50, 51): R=143, G=143, B=143
Píxel (51, 51): R=143, G=143, B=143
Píxel (52, 51): R=143, G=143, B=143
Píxel (53, 51): R=143, G=143, B=143
Píxel (54, 51): R=143, G=143, B=143
Píxel (55, 51): R=143, G=143, B=143
Píxel (56, 51): R=143, G=143, B=143
Píxel (57, 51): R=143, G=143, B=143
Píxel (58, 51): R=143, G=143, B=143
Píxel (59, 51): R=143, G=143, B=143
Píxel (60, 51): R=143, G=143, B=143
Píxel (61, 51): R=143, G=143, B=143
Píxel (62, 51): R=143, G=143, B=143
Píxel (63, 51): R=143, G=143, B=143
Píxel (64, 51): R=143, G=143, B=143
Píxel (65, 51): R=143, G=143, B=143
Píxel (66, 51): R=143, G=143, B=143
Píxel (67, 51): R=143, G=143, B=143
Píxel (68, 51): R=143, G=143, B=143
Píxel (69, 51): R=143, G=143, B=143
Píxel (70, 51): R=143, G=143, B=143
Píxel (71, 51): R=143, G=143, B=143
Píxel (72, 51): R=142, G=142, B=142
Píxel (73, 51): R=141, G=141, B=141
Píxel (74, 51): R=142, G=142, B=142
Píxel (75, 51): R=139, G=139, B=139
Píxel (76, 51): R=141, G=141, B=141
Píxel (77, 51): R=140, G=140, B=140
Píxel (78, 51): R=140, G=140, B=140
Píxel (79, 51): R=122, G=122, B=122
Píxel (80, 51): R=182, G=182, B=182
Píxel (81, 51): R=251, G=251, B=251
Píxel (82, 51): R=000, G=000, B=000
Píxel (0, 52): R=000, G=000, B=000
Píxel (1, 52): R=000, G=000, B=000
Píxel (2, 52): R=000, G=000, B=000
Píxel (3, 52): R=254, G=254, B=254
Píxel (4, 52): R=252, G=252, B=252
Píxel (5, 52): R=000, G=000, B=000
Píxel (6, 52): R=000, G=000, B=000
Píxel (7, 52): R=251, G=251, B=251
Píxel (8, 52): R=254, G=254, B=254
Píxel (9, 52): R=254, G=254, B=254
Píxel (10, 52): R=254, G=254, B=254
Píxel (11, 52): R=254, G=254, B=254
Píxel (12, 52): R=254, G=254, B=254
Píxel (13, 52): R=254, G=254, B=254
Píxel (14, 52): R=254, G=254, B=254
Píxel (15, 52): R=254, G=254, B=254
Píxel (16, 52): R=254, G=254, B=254
Píxel (17, 52): R=254, G=254, B=254
Píxel (18, 52): R=254, G=254, B=254
Píxel (19, 52): R=254, G=254, B=254
Píxel (20, 52): R=254, G=254, B=254
Píxel (21, 52): R=254, G=254, B=254
Píxel (22, 52): R=254, G=254, B=254
Píxel (23, 52): R=254, G=254, B=254
Píxel (24, 52): R=254, G=254, B=254
Píxel (25, 52): R=254, G=254, B=254
Píxel (26, 52): R=254, G=254, B=254
Píxel (27, 52): R=254, G=254, B=254
Píxel (28, 52): R=254, G=254, B=254
Píxel (29, 52): R=254, G=254, B=254
Píxel (30, 52): R=254, G=254, B=254
Píxel (31, 52): R=254, G=254, B=254
Píxel (32, 52): R=254, G=254, B=254
Píxel (33, 52): R=254, G=254, B=254
Píxel (34, 52): R=254, G=254, B=254
Píxel (35, 52): R=254, G=254, B=254
Píxel (36, 52): R=254, G=254, B=254
Píxel (37, 52): R=254, G=254, B=254
Píxel (38, 52): R=254, G=254, B=254
Píxel (39, 52): R=254, G=254, B=254
Píxel (40, 52): R=254, G=254, B=254
Píxel (41, 52): R=254, G=254, B=254
Píxel (42, 52): R=254, G=254, B=254
Píxel (43, 52): R=254, G=254, B=254
Píxel (44, 52): R=254, G=254, B=254
Píxel (45, 52): R=254, G=254, B=254
Píxel (46, 52): R=254, G=254, B=254
Píxel (47, 52): R=254, G=254, B=254
Píxel (48, 52): R=254, G=254, B=254
Píxel (49, 52): R=254, G=254, B=254
Píxel (50, 52): R=254, G=254, B=254
Píxel (51, 52): R=254, G=254, B=254
Píxel (52, 52): R=254, G=254, B=254
Píxel (53, 52): R=254, G=254, B=254
Píxel (54, 52): R=254, G=254, B=254
Píxel (55, 52): R=254, G=254, B=254
Píxel (56, 52): R=254, G=254, B=254
Píxel (57, 52): R=254, G=254, B=254
Píxel (58, 52): R=254, G=254, B=254
Píxel (59, 52): R=254, G=254, B=254
Píxel (60, 52): R=254, G=254, B=254
Píxel (61, 52): R=254, G=254, B=254
Píxel (62, 52): R=254, G=254, B=254
Píxel (63, 52): R=254, G=254, B=254
Píxel (64, 52): R=254, G=254, B=254
Píxel (65, 52): R=254, G=254, B=254
Píxel (66, 52): R=254, G=254, B=254
Píxel (67, 52): R=254, G=254, B=254
Píxel (68, 52): R=254, G=254, B=254
Píxel (69, 52): R=254, G=254, B=254
Píxel (70, 52): R=254, G=254, B=254
Píxel (71, 52): R=254, G=254, B=254
Píxel (72, 52): R=000, G=000, B=000
Píxel (73, 52): R=000, G=000, B=000
Píxel (74, 52): R=000, G=000, B=000
Píxel (75, 52): R=000, G=000, B=000
Píxel (76, 52): R=000, G=000, B=000
Píxel (77, 52): R=000, G=000, B=000
Píxel (78, 52): R=000, G=000, B=000
Píxel (79, 52): R=249, G=249, B=249
Píxel (80, 52): R=000, G=000, B=000
Píxel (81, 52): R=000, G=000, B=000
Píxel (82, 52): R=254, G=254, B=254
Píxel (0, 53): R=253, G=253, B=253
Píxel (1, 53): R=000, G=000, B=000
Píxel (2, 53): R=252, G=252, B=252
Píxel (3, 53): R=000, G=000, B=000
Píxel (4, 53): R=254, G=254, B=254
Píxel (5, 53): R=000, G=000, B=000
Píxel (6, 53): R=251, G=251, B=251
Píxel (7, 53): R=000, G=000, B=000
Píxel (8, 53): R=000, G=000, B=000
Píxel (9, 53): R=000, G=000, B=000
Píxel (10, 53): R=000, G=000, B=000
Píxel (11, 53): R=000, G=000, B=000
Píxel (12, 53): R=000, G=000, B=000
Píxel (13, 53): R=000, G=000, B=000
Píxel (14, 53): R=000, G=000, B=000
Píxel (15, 53): R=000, G=000, B=000
Píxel (16, 53): R=000, G=000, B=000
Píxel (17, 53): R=000, G=000, B=000
Píxel (18, 53): R=000, G=000, B=000
Píxel (19, 53): R=000, G=000, B=000
Píxel (20, 53): R=000, G=000, B=000
Píxel (21, 53): R=000, G=000, B=000
Píxel (22, 53): R=000, G=000, B=000
Píxel (23, 53): R=000, G=000, B=000
Píxel (24, 53): R=000, G=000, B=000
Píxel (25, 53): R=000, G=000, B=000
Píxel (26, 53): R=000, G=000, B=000
Píxel (27, 53): R=000, G=000, B=000
Píxel (28, 53): R=000, G=000, B=000
Píxel (29, 53): R=000, G=000, B=000
Píxel (30, 53): R=000, G=000, B=000
Píxel (31, 53): R=000, G=000, B=000
Píxel (32, 53): R=000, G=000, B=000
Píxel (33, 53): R=000, G=000, B=000
Píxel (34, 53): R=000, G=000, B=000
Píxel (35, 53): R=000, G=000, B=000
Píxel (36, 53): R=000, G=000, B=000
Píxel (37, 53): R=000, G=000, B=000
Píxel (38, 53): R=000, G=000, B=000
Píxel (39, 53): R=000, G=000, B=000
Píxel (40, 53): R=000, G=000, B=000
Píxel (41, 53): R=000, G=000, B=000
Píxel (42, 53): R=000, G=000, B=000
Píxel (43, 53): R=000, G=000, B=000
Píxel (44, 53): R=000, G=000, B=000
Píxel (45, 53): R=000, G=000, B=000
